,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
156,文山區,房地(土地+建物)+車位,臺北市文山區興隆路二段61巷1~30號,18.91,住,,,1081108,土地1建物1車位1,十層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020812,138.05,2,2,1,有,有,22600000,163709,坡道平面,36.42,0,,RPXOMLRJJHPFFAA38CA
160,文山區,房地(土地+建物),臺北市文山區辛亥路四段21巷1~30號,35.49,住,,,1081120,土地4建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840801,89.77000000000001,2,2,1,有,有,13000000,144798,,0.0,0,含增建或未登記建物。;共有人數2人。內含獨立產權公設，未包含在棟數內。,RPUNMLSJJHPFFAA08CA
162,文山區,房地(土地+建物),臺北市文山區木柵路三段31~60號,15.3,商,,,1081123,土地1建物1車位0,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831111,133.17,2,2,2,有,有,19500000,146429,,0.0,0,含增建或未登記建物。;,RPWNMLSJJHPFFAA28CA
172,文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段181~210號,36.7,住,,,1081204,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991105,190.09,3,2,2,有,無,26000000,136777,坡道平面,0.0,0,,RPSOMLQJKHPFFAA87CA
173,大同區,房地(土地+建物),臺北市大同區南京西路331~360號,5.83,其他,,,1081121,土地1建物1車位0,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0671107,61.870000000000005,2,2,1,有,無,10000000,161629,,0.0,0,含增建或未登記建物。;,RPSOMLQJJHPFFBA87CA
184,內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段421~450號,9.48,商,,,1081212,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070327,105.05,2,1,1,有,有,21300000,224485,升降機械,13.73,800000,,RPOSMLSJJHPFFCA18CA
190,萬華區,房地(土地+建物)+車位,臺北市萬華區東園街66巷24弄1~30號,21.88,住,,,1081220,土地1建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,171.73000000000002,3,2,2,有,有,23357000,136010,坡道平面,0.0,0,向政府機關承購之案件。;,RPVNMLQKJHPFFBA18CA
199,中山區,房地(土地+建物),臺北市中山區林森北路399巷1~30號,2.56,商,,,1081212,土地3建物1車位0,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730927,27.220000000000002,3,2,2,有,有,3000000,110213,,0.0,0,持分買賣,RPTPMLQKJHPFFCA28CA
202,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段151~180號,20.61,其他,,,1081122,土地1建物1車位2,十三層,29.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,308.88,0,0,0,無,有,67750000,252513,坡道平面,58.2,4450000,1.毛胚屋。,RPPNMLKMJHPFFCA27CA
243,大同區,房地(土地+建物)+車位,臺北市大同區萬全街1~30號,14.71,商,,,1081119,土地1建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,195.36,3,2,2,有,有,42000000,269095,坡道平面,50.43,3000000,含增建或未登記建物。本物件總價4200萬元含停車位，分拆土地價格3150萬元，建物價格1050萬元。,RPPNMLMKJHPFFBA27DA
248,南港區,房地(土地+建物)+車位,臺北市南港區園區街1~30號,33.75,住,,,1081105,土地1建物1車位2,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980611,240.49,4,2,2,有,有,38500000,187633,坡道平面,56.61,4000000,,RPSNMLMKJHPFFDA77DA
250,信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段172巷1~30號,48.81,住,,,1081126,土地1建物1車位1,十二層，十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781024,287.56,7,4,3,有,有,68880000,239533,坡道平面,0.0,3000000,含增建或未登記建物。,RPTNMLRJJHPFFDA28DA
255,中山區,房地(土地+建物)+車位,臺北市中山區松江路184巷26弄1~30號,32.32,住,,,1081202,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971128,191.8,3,2,2,有,有,41000000,258705,坡道機械,48.78,4000000,含增建或未登記建物。/總價新台幣4100萬元整內含二個車位共新台幣400萬元整不另拆單獨每個車價格,RPVRMLOKJHPFFCA58DA
256,內湖區,房地(土地+建物),臺北市內湖區內湖路一段631~660號,7.54,其他,,,1081111,土地1建物1車位0,十四層,18.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991123,55.040000000000006,2,1,1,有,有,13600000,247093,,0.0,0,含增建或未登記建物。,RPPTMLPKJHPFFCA28DA
261,大安區,房地(土地+建物)+車位,臺北市大安區瑞安街81巷1~30號,65.43,住,,,1080612,土地1建物1車位4,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980213,500.57,6,3,5,有,有,136000000,329863,坡道平面,130.72,14000000,,RPSNMLMKJHPFFFA97DA
265,大安區,房地(土地+建物),臺北市大安區建國南路一段175巷31~60號,20.27,住,,,1081124,土地2建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760423,109.11,3,2,2,有,有,24750000,226835,,0.0,0,含增建或未登記建物。,RPUOMLNKJHPFFFA38DA
268,大安區,房地(土地+建物),臺北市大安區忠孝東路三段151~180號,19.58,住,,,1081119,土地2建物1車位0,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760423,107.19,3,2,2,有,有,23980000,223715,,0.0,0,含增建或未登記建物。,RPOPMLOKJHPFFFA97DA
281,內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段450巷21弄31~60號,46.57,住,,,1080825,土地1建物1車位2,三層，四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880731,247.85000000000002,4,2,3,有,有,44660000,180190,坡道平面,0.0,5000000,含增建或未登記建物。,RPOSMLRJJHPFFCA18DA
284,中山區,房地(土地+建物),臺北市中山區長春路361~390號,14.83,商,,,1081125,土地2建物1車位0,十六層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850710,137.39,3,2,2,有,有,29000000,211078,,0.0,0,含增建或未登記建物。;,RPXOMLKKJHPFFCA08DA
291,文山區,房地(土地+建物)+車位,臺北市文山區保儀路61~90號,18.55,商,,,1081130,土地1建物1車位2,九層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030613,252.48000000000002,3,2,2,有,有,35400000,157802,坡道機械,47.16,3000000,兩車位為子母車位,RPVNMLKLJHPFFAA67DA
300,士林區,房地(土地+建物),臺北市士林區中山北路五段691~720號,3.65,住,,,1081210,土地2建物1車位0,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,42.41,3,2,2,有,無,2500000,58948,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLPKJHPFFEA58CA
308,南港區,房地(土地+建物)+車位,臺北市南港區經貿二路241~270號,16.37,住,,,1081128,土地1建物1車位1,十一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020222,115.78999999999999,2,2,1,有,有,20500000,177045,塔式車位,0.0,0,含增建或未登記建物。;,RPUOMLRJJHPFFDA38CA
322,中山區,房地(土地+建物)+車位,臺北市中山區五常街11巷1~30號,15.02,住,,,1081220,土地2建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,133.66000000000003,3,2,1,有,有,27000000,255177,坡道平面,38.04,2600000,,RPPPMLPKJHPFFCA77CA
323,中山區,房地(土地+建物),臺北市中山區五常街11巷1~30號,9.93,住,,,1081205,土地2建物1車位0,十五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,64.56,1,1,1,有,有,16410000,254182,,0.0,0,,RPRPMLRKJHPFFCA18CA
324,中山區,房地(土地+建物)+車位,臺北市中山區五常街11巷1~30號,11.63,住,,,1081220,土地2建物1車位1,九層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,110.44,2,1,1,有,有,20600000,248619,坡道平面,38.04,2600000,,RPSPMLRKJHPFFCA28CA
325,中山區,房地(土地+建物),臺北市中山區五常街11巷1~30號,9.93,住,,,1081219,土地2建物1車位0,十四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,64.56,1,1,1,有,有,17190000,266264,,0.0,0,,RPTPMLRKJHPFFCA38CA
326,中山區,房地(土地+建物)+車位,臺北市中山區五常街11巷1~30號,15.02,住,,,1081219,土地2建物1車位1,十四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,133.66000000000003,3,2,1,有,有,28130000,265949,坡道平面,38.04,2700000,,SPTPMLRKJHPFFCA48CA
327,中山區,房地(土地+建物)+車位,臺北市中山區五常街11巷1~30號,12.22,住,,,1081224,土地2建物1車位1,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,116.03999999999999,2,1,1,有,有,23100000,262821,坡道平面,38.04,2600000,,RPUPMLRKJHPFFCA48CA
328,中山區,房地(土地+建物)+車位,臺北市中山區樂群二路266巷91~120號,138.25,住,,,1081202,土地1建物1車位3,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891230,484.34000000000003,5,4,5,有,有,200000000,412933,坡道平面,134.4,0,,RPWQMLQKJHPFFCA68CA
344,內湖區,房地(土地+建物),臺北市內湖區港墘路26巷1~30號,29.09,住,,,1081204,土地1建物1車位0,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840401,116.39,3,2,2,有,有,26370000,226566,,0.0,0,含增建或未登記建物。;,RPOPMLTJJHPFFCA97CA
347,內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街121~150號,13.29,住,,,1081215,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931222,114.95,2,2,1,有,有,26880000,233841,坡道平面,26.12,0,含增建或未登記建物。;,RPWQMLSJJHPFFCA78CA
356,大同區,房地(土地+建物)+車位,臺北市大同區民族西路76巷12弄1~30號,17.85,住,,,1081202,土地1建物1車位1,九層，電梯樓梯間,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840429,112.93,3,2,2,有,有,17580000,155658,坡道機械,0.0,0,含增建或未登記建物。;,RPPNMLSJJHPFFBA67CA
364,文山區,房地(土地+建物)+車位,臺北市文山區萬芳路107巷1~30號,33.41,住,,,1081007,土地3建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970623,166.9,3,2,2,有,有,25000000,149790,坡道平面,40.27,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。,RPWNMLKKJHPFFAA57CA
7,西區,房地(土地+建物),臺中市西區樂群街391~420號,11.51,商,,,1081202,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870528,146.97,4,2,2,有,有,6700000,45588,,0.0,0,,RPOOMLRJJHPFFAB57CA
11,東區,房地(土地+建物)+車位,臺中市東區十甲路391~420號,13.53,住,,,1081109,土地1建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830702,116.47,3,2,2,有,有,5100000,43788,坡道機械,0.0,0,,RPXOMLSJJHPFFAB58CA
26,南區,房地(土地+建物),臺中市南區南陽街61~90號,21.84,住,,,1081112,土地1建物1車位0,十六層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810721,198.85000000000002,4,2,2,有,有,7800000,39226,,0.0,0,,RPVPMLPKJHPFFAB28CA
36,北屯區,房地(土地+建物)+車位,臺中市北屯區東光路871~900號,11.5,住,,,1081129,土地1建物1車位1,十一層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810401,135.03,3,2,2,有,有,5530000,40954,坡道機械,0.0,0,,RPROMLOJJHPFFBB67CA
37,北屯區,房地(土地+建物),臺中市北屯區中清路二段808巷1~30號,8.6,住,,,1081201,土地2建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880407,79.72999999999999,2,1,1,有,有,4600000,57695,,0.0,0,,RPTSMLQJJHPFFBB48CA
39,北屯區,房地(土地+建物),臺中市北屯區興安路二段451~480號,20.03,住,,,1081201,土地1建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841104,158.72,4,2,2,有,有,7300000,45993,,0.0,0,,RPROMLRJJHPFFBB97CA
58,北屯區,房地(土地+建物),臺中市北屯區東光路781~810號,10.98,住,,,1081205,土地1建物1車位0,十一層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,131.92000000000002,3,1,2,有,有,5100000,38660,,0.0,0,,RPRSMLKLJHPFFBB87CA
78,西屯區,房地(土地+建物)+車位,臺中市西屯區福祥街1~30號,35.77,住,,,1081202,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850805,255.77,4,2,2,有,有,13960000,54580,坡道平面,0.0,1200000,,RPTNMLPJJHPFFCB97CA
105,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道四段1171~1200號,18.95,住,,,1081013,土地1建物1車位2,二十四層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,329.78,4,2,2,有,有,26000000,78840,坡道平面,46.0,0,,RPUPMLKKJHPFFCB87CA
108,西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,11.88,住,,,1081126,土地1建物1車位1,十三層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031119,136.26,2,2,1,有,有,8960000,65757,坡道平面,39.74,0,,RPWOMLOKJHPFFCB38CA
109,西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段121~150號,31.42,住,,,1081203,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000410,233.17000000000002,4,2,2,有,有,18320000,78569,坡道平面,59.22,0,,RPXOMLOKJHPFFCB48CA
115,西屯區,房地(土地+建物)+車位,臺中市西屯區弘孝路1~30號,13.05,住,,,1081201,土地1建物1車位1,八層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900704,132.03,3,2,2,有,有,10800000,81800,升降機械,7.08,0,,RPRQMLQKJHPFFCB28CA
116,西屯區,房地(土地+建物),臺中市西屯區上明三街1~30號,10.02,住,,,1081124,土地1建物1車位0,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850119,87.97999999999999,2,2,1,有,有,5300000,60241,,0.0,0,,RPSNMLRKJHPFFCB18CA
122,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段181~210號,8.27,住,,,1081120,土地1建物3車位1,九層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,128.82,3,2,2,有,有,8260000,64120,坡道機械,0.0,0,,RPXNMLTKJHPFFCB88CA
123,南屯區,房地(土地+建物)+車位,臺中市南屯區向上路二段151~180號,26.86,商,,,1081130,土地1建物1車位3,二十三層,25.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030729,316.84,3,2,2,有,有,38500000,133781,坡道平面,69.42,5400000,,RPRNMLKLJHPFFCB47CA
124,南屯區,房地(土地+建物)+車位,臺中市南屯區向上路二段151~180號,24.93,商,,,1081130,土地1建物1車位2,二十三層,25.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030729,294.06,3,2,2,有,有,36500000,133586,坡道平面,46.28,3400000,,RPTNMLKLJHPFFCB67CA
127,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,6.24,商,,,1081203,土地1建物1車位1,十七層,26.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,97.46,1,1,1,有,有,7200000,73876,坡道平面,35.91,0,,RPPNMLMLJHPFFCB47CA
165,大雅區,房地(土地+建物)+車位,臺中市大雅區中清路三段991~1020號,17.77,住,,,1081024,土地2建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830812,172.44,3,2,2,有,有,7450000,43201,坡道平面,17.03,0,,RPTNMLTJJHPFFHB88CA
232,西屯區,房地(土地+建物)+車位,臺中市西屯區工業區一路31~60號,18.91,住,,,1081209,土地1建物1車位1,八層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830112,215.54000000000002,3,2,2,有,有,12000000,55674,坡道平面,0.0,0,,RPWNMLMKJHPFFCB18DA
340,南屯區,房地(土地+建物)+車位,臺中市南屯區黎明東街391~420號,16.56,住,,,1081123,土地1建物1車位1,六層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840817,133.69,3,2,2,有,有,8550000,63954,坡道機械,0.0,0,,RPTNMLQKJHPFFCB18CA
355,西屯區,房地(土地+建物),臺中市西屯區重慶路301~330號,10.43,住,,,1081119,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840401,105.19,3,2,2,有,無,5400000,51336,,0.0,0,,RPQPMLTJJHPFFCB28CA
358,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段571~600號,23.44,商,,,1081202,土地1建物1車位2,十三層,28.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991021,335.59,6,2,3,有,有,25000000,74402,坡道機械,26.46,2000000,含增建或未登記建物。新所有權人共2人。,RPOPMLSJJHPFFCB97CA
363,南屯區,房地(土地+建物)+車位,臺中市南屯區河南路四段421~450號,39.51,住,,,1081201,土地1建物1車位2,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010118,309.65999999999997,3,2,2,有,有,26000000,83963,坡道平面,70.48,0,,RPOVMLQJJHPFFCB38CA
364,南屯區,房地(土地+建物)+車位,臺中市南屯區大業路571~600號,18.29,住,,,1081119,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940811,185.63,3,2,2,有,有,15000000,80806,坡道平面,44.3,0,,RPSNMLOJJHPFFCB77CA
369,北區,房地(土地+建物)+車位,臺中市北區華美街二段61~90號,24.29,商,,,1081205,土地1建物1車位2,十八層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030805,288.0,3,2,2,有,有,20500000,71178,坡道平面,66.64,0,,RPTPMLKLJHPFFBB77CA
378,北區,房地(土地+建物),臺中市北區漢口路四段61~90號,6.53,商,,,1081224,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850715,61.22,2,1,1,有,有,2950000,48187,,0.0,0,,RPSNMLMKJHPFFBB57CA
379,北區,房地(土地+建物)+車位,臺中市北區漢口路三段61~90號,12.1,住,,,1081126,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881124,136.53,3,2,2,有,有,8950000,66661,坡道平面,20.27,1200000,含增建或未登記建物。,RPXQMLMKJHPFFBB38CA
428,南區,房地(土地+建物),臺中市南區五權南路601~630號,11.89,住,,,1081201,土地1建物2車位0,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811023,101.6,3,2,2,有,有,5100000,50202,,0.0,0,,RPVQMLRJJHPFFAB48CA
437,中區,房地(土地+建物),臺中市中區民權路151~180號,1.93,商,,,1081219,土地2建物1車位0,二十三層,28.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0860131,37.55,1,0,1,有,有,1800000,47936,,0.0,0,,RPRRMLKKJHPFFAB57CA
449,北屯區,房地(土地+建物)+車位,臺中市北屯區山西路二段211~240號,12.77,住,,,1081214,土地2建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830718,125.15,3,2,2,有,有,6800000,54335,坡道機械,0.0,0,,RPQQMLRJJHPFFBB08CA
451,北區,房地(土地+建物)+車位,臺中市北區民權路391~420號,17.38,住,,,1081126,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0940201,165.14999999999998,3,2,2,有,有,9100000,55101,坡道平面,0.0,0,,RPPPMLRJJHPFFBB87CA
456,北屯區,房地(土地+建物),臺中市北屯區中清路二段808巷1~30號,8.36,住,,,1081216,土地3建物1車位0,十四層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820924,93.55,2,1,1,有,無,3850000,41154,,0.0,0,,RPTOMLKKJHPFFBB57CA
462,北屯區,房地(土地+建物)+車位,臺中市北屯區瀋陽路二段151~180號,11.85,住,,,1081210,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,117.32999999999998,2,1,1,有,有,9090000,77474,坡道平面,20.0,0,,RPPRMLTJJHPFFBB28CA
465,北屯區,房地(土地+建物),臺中市北屯區北屯路271~300號,3.04,住,,,1081220,土地1建物1車位0,九層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850524,31.93,1,0,1,有,有,1150000,36016,,0.0,0,,RPSNMLTJJHPFFBB18CA
466,北屯區,房地(土地+建物)+車位,臺中市北屯區軍福七路151~180號,27.72,住,,,1080713,土地1建物1車位2,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031106,245.58999999999997,4,2,2,有,有,16500000,67185,坡道平面,51.1,0,,RPWPMLTJJHPFFBB78CA
469,北屯區,房地(土地+建物)+車位,臺中市北屯區軍福十六路271~300號,14.83,商,,,1081203,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,168.07,3,2,2,有,有,8600000,51169,坡道平面,30.97,0,,RPPQNLPKJHPFFBB97CA
489,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街1~30號,41.18,住,,,1080625,土地1建物2車位3,八層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961225,410.37,4,2,2,有,有,23990000,58458,坡道平面,0.0,3900000,,RPQTMLRJJHPFFCB48CA
492,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北二路1~30號,25.06,其他,,,1081113,土地1建物1車位2,八層,27.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981019,333.05,4,2,2,有,有,42580000,127849,坡道平面,56.0,0,,RPVPMLTJJHPFFCB78CA
495,南屯區,房地(土地+建物)+車位,臺中市南屯區惠德街91~120號,47.64,住,,,1081001,土地1建物1車位3,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030313,329.61,4,2,3,有,有,23000000,69779,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSTMLOKJHPFFCB48CA
498,西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路121~150號,7.11,住,,,1081218,土地1建物1車位1,四層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,81.07,2,2,1,有,有,6700000,82645,坡道機械,13.89,0,,RPRNMLRKJHPFFCB08CA
500,南屯區,房地(土地+建物)+車位,臺中市南屯區惠文路361~390號,38.86,商,,,1081124,土地1建物1車位3,十三層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020523,477.45000000000005,3,2,2,有,有,47300000,99068,坡道平面,71.76,0,,RPPTMLRKJHPFFCB48CA
501,西屯區,房地(土地+建物)+車位,臺中市西屯區至善路82巷1~30號,10.0,住,,,1081203,土地1建物1車位1,八層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830628,108.23,2,2,1,有,有,5800000,53590,坡道平面,0.0,0,,RPPPMLKLJHPFFCB47CA
504,南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段271~300號,25.55,住,,,1080828,土地1建物1車位2,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850110,373.07,5,2,3,有,有,25880000,69370,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLOLJHPFFCB67CA
505,西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段151~180號,11.88,住,,,1081008,土地1建物1車位1,四層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031119,116.16999999999999,2,2,2,有,有,7950000,68434,坡道機械,19.87,0,,RPSNMLOJKHPFFCB87CA
607,龍井區,房地(土地+建物),臺中市龍井區遠東街81巷1~30號,33.61,住,,,1081201,土地1建物1車位0,一層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810815,185.35999999999999,4,2,2,有,有,6200000,33448,,0.0,0,,RPRNMLRJJHPFFKB78CA
691,豐原區,房地(土地+建物)+車位,臺中市豐原區中正路511~540號,14.11,住,,,1081208,土地1建物1車位1,一層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890828,152.84,3,2,2,有,有,7250000,47435,坡道平面,0.0,0,,RPVOMLSJJHPFFDB68CA
699,西屯區,房地(土地+建物)+車位,臺中市西屯區河南路二段301~330號,10.66,商,,,1081130,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860621,142.62,3,2,2,有,有,8700000,61001,坡道平面,16.95,0,,RPQNMLMJKHPFFCB47CA
701,南屯區,房地(土地+建物)+車位,臺中市南屯區黎明東街61~90號,13.3,住,,,1080607,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950222,138.99,3,2,2,有,有,10800000,77703,坡道平面,20.92,0,,RPQWMLMLJHPFFCB48CA
705,南屯區,房地(土地+建物),臺中市南屯區河南路四段350巷1~30號,13.55,住,,,1080909,土地1建物1車位0,四層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831122,153.13,3,1,2,有,有,8900000,58121,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTQMLKMJHPFFCB08CA
707,南屯區,房地(土地+建物)+車位,臺中市南屯區五權五街301~330號,15.32,住,,,1081207,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870507,149.69,3,2,2,有,有,9000000,60124,坡道機械,6.86,0,,RPTQMLMLJHPFFCB18CA
708,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段661~690號,13.23,商,,,1081127,土地1建物1車位1,十二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020603,198.76,3,2,2,有,有,16500000,83015,坡道平面,29.08,0,,RPWQMLMLJHPFFCB48CA
710,西屯區,房地(土地+建物)+車位,臺中市西屯區青海路二段151~180號,14.11,住,,,1081026,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830328,137.35,3,2,2,有,無,8500000,61886,其他,0.0,0,,RPUQMLKLJHPFFCB08CA
